sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
53,281474977374045,568,W4rgF_1eKzFZiGUOsgbGMA,0.47640000000000005,non_base,0.54,0.46,interstate battery,interstate all battery center,amber indian restaurant,tie,0.0,0.0,"['battery_store', 'auto_parts_and_supply_store', 'automotive', 'retail']","['battery_store', 'auto_parts_and_supply_store', 'automotive', 'retail']","['pakistani', 'indian', 'restaurants']",tie,0.3810000000000001,0.3810000000000001,"{'address': '52 daniel webster hwy', 'city': 'merrimack', 'state': 'NH', 'postal_code': '03054'}","{'address': '52 daniel webster hwy', 'city': 'merrimack', 'state': 'NH', 'postal_code': '03054'}","{'address': '12510 n meridian st', 'city': 'carmel', 'state': 'IN', 'postal_code': '46032'}"
54,08f2a101ab4a4d6603318d4b9c6dea88,282,x7_p5O3ChQa7shdHCcLHZQ,0.5564,tie,0.76,0.76,carlo's restaurant,carlo's restaurant,olivier's creole restaurant,tie,0.0,0.0,"['italian_restaurant', 'restaurant', 'pizza_restaurant']","['pizza_restaurant', 'sandwich_shop', 'restaurant']","['event_planning_&_services', 'party_&_event_planning', 'restaurants', 'seafood', 'soul_food', 'southern', 'ethnic_food', 'specialty_food', 'venues_&_event_spaces', 'cajun/creole', 'food']",tie,0.251,0.251,"{'address': '668 tuckahoe rd', 'city': 'yonkers', 'state': 'NY', 'postal_code': '10710'}","{'address': '668 tuckahoe rd', 'city': 'yonkers', 'state': 'NY', 'postal_code': '10710'}","{'address': '204 decatur st', 'city': 'new orleans', 'state': 'LA', 'postal_code': '70130'}"
56,1125899909415294,700,n2Va0mKydUWM-Y4fv1pOtA,0.4668,tie,0.52,0.52,bento sushi,bento sushi,younion reno,tie,0.0,0.0,"['sushi_restaurant', 'food', 'restaurant']","['sushi_restaurant', 'food', 'restaurant']","['university_housing', 'real_estate', 'home_services', 'apartments']",non_base,0.387,0.267,"{'address': '945 gardiners rd', 'city': 'kingston', 'state': 'ON', 'postal_code': 'K7M 7H4'}","{'address': '945 gardiners road', 'city': 'kingston', 'state': 'ON', 'postal_code': 'K7M 7H4'}","{'address': '2780 enterprise rd', 'city': 'reno', 'state': 'NV', 'postal_code': '89512'}"
58,2251799821514759,1942,1sXN7Oxteo5dP5nwIDyO4w,0.5552,non_base,0.54,0.37,giant eagle,giant eagle supermarket,mainland grille,tie,0.0,0.0,"['pharmacy', 'drugstore', 'retail']","['supermarket', 'retail']","['burgers', 'venues_&_event_spaces', 'diners', 'restaurants', 'event_planning_&_services', 'nightlife', 'active_life', 'bars', 'american_(traditional)', 'golf']",tie,0.5780000000000001,0.5780000000000001,"{'address': '3701 state route 88', 'city': 'finleyville', 'state': 'PA', 'postal_code': '15332'}","{'address': '3701 state route 88', 'city': 'finleyville', 'state': 'PA', 'postal_code': '15332'}","{'address': '2250 rittenhouse rd', 'city': 'harleysville', 'state': 'PA', 'postal_code': '19438'}"
59,08f28d1aacab0c5503f03bc3cacd7057,77,mFTaYsRDyeFaY2NDLfSaAA,0.43600000000000005,tie,0.51,0.51,fan favourites games & movies,fan favourites games & movies,river city games,tie,0.0,0.0,"['video_game_store', 'music_and_dvd_store', 'toy_store']","['video_game_store', 'books_mags_music_and_video', 'hobby_shop', 'toy_store', 'retail']","['tabletop_games', 'shopping', 'sporting_goods']",non_base,0.32500000000000007,0.31700000000000006,"{'address': '760 yates st', 'city': 'victoria', 'state': 'BC', 'postal_code': 'V8W 1L4'}","{'address': '760-b yates st', 'city': 'victoria', 'state': 'BC', 'postal_code': 'V8W 1L4'}","{'address': '5203 99 street nw', 'city': 'edmonton', 'state': 'AB', 'postal_code': 'T6E 5B7'}"
60,562949962132921,401,4xhGQGdGqU60BIznBjqnuA,0.376,tie,0.36,0.36,mt caravane,mt caravane,california tacos and taproom,tie,0.0,0.0,"['recreation_vehicle_repair', 'automotive']","['recreation_vehicle_repair', 'automotive']","['mexican', 'beer_bar', 'bars', 'sports_bars', 'nightlife', 'restaurants', 'tacos']",tie,0.4,0.4,"{'address': '844-a rue j.-ambroise-craig', 'city': 'lévis', 'state': 'QC', 'postal_code': 'G7A 2N2'}","{'address': '844-a rue j.-ambroise-craig', 'city': 'lévis', 'state': 'QC', 'postal_code': 'G7A 2N2'}","{'address': '956 embarcadero del norte', 'city': 'isla vista', 'state': 'CA', 'postal_code': '93117'}"
61,08f44e37039615310322ab3480bdd8e9,173,E-nhxuu3zbt02oCj_1AFng,0.5144,tie,0.6,0.6,shell,shell,selah,tie,0.0,0.0,"['gas_station', 'convenience_store', 'energy_company']","['gas_station', 'b2b_energy_mining', 'automotive', 'business_to_business']","['waxing', 'hair_removal', 'skin_care', 'eyelash_service', 'beauty_&_spas']",tie,0.386,0.386,"{'address': '423 roundtree dr sw', 'city': 'dawson', 'state': 'GA', 'postal_code': '39842'}","{'address': '423 roundtree dr sw', 'city': 'dawson', 'state': 'GA', 'postal_code': '39842'}","{'address': '510 n 7th ave, ste 130', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85705'}"
62,1407374886990716,95091,oTRrNy5VIaTw7MKEvxZl7A,0.344,tie,0.24,0.24,kincaid at legacy,kincaid at legacy,wildlife wonders,tie,0.0,0.0,"['rental_services', 'apartments', 'real_estate_service']","['rental_services', 'apartments', 'real_estate_service']","['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",tie,0.5,0.5,"{'address': '7200 dallas pkwy', 'city': 'plano', 'state': 'TX', 'postal_code': '75024'}","{'address': '7200 dallas pkwy', 'city': 'plano', 'state': 'TX', 'postal_code': '75024'}","{'address': '7703 n lamar blvd, ste 118', 'city': 'austin', 'state': 'TX', 'postal_code': '78752'}"
63,08f29a5498484496037471212e5b1e6b,4724,sxuv5uZU15UHGT_HB1xYxQ,0.5272,tie,0.58,0.58,san sebastian,san sebastian,islands restaurant,tie,0.0,0.0,"['accommodation', 'landmark_and_historical_building', 'property_management']","['rental_services', 'apartments', 'condominium', 'real_estate_service']","['bars', 'burgers', 'restaurants', 'nightlife', 'sports_bars', 'american_(new)']",tie,0.44800000000000006,0.44800000000000006,"{'address': '24299 paseo de valencia', 'city': 'laguna woods', 'state': 'CA', 'postal_code': '92637'}","{'address': '24299 paseo de valencia', 'city': 'laguna woods', 'state': 'CA', 'postal_code': '92637'}","{'address': '3825 state st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93105'}"
64,08f2759aca54d76903b5f8c9dca36d19,28827,QJFXaipbWHGW-1xzfHIHQQ,0.51,tie,0.47,0.47,joseph perkins d o,joseph perkins d o,bard & didriksen pediatrics,tie,0.0,0.0,"['sports_medicine', 'doctor', 'health_and_medical']","['sports_medicine', 'doctor', 'health_and_medical']","['pediatricians', 'health_&_medical', 'doctors']",tie,0.5700000000000001,0.5700000000000001,"{'address': '2180 pfingsten rd ste 3100', 'city': 'glenview', 'state': 'IL', 'postal_code': '60026'}","{'address': '2180 pfingsten rd ste 3100', 'city': 'glenview', 'state': 'IL', 'postal_code': '60026'}","{'address': '2160 s state route 157, ste b', 'city': 'glen carbon', 'state': 'IL', 'postal_code': '62034'}"
65,562949960007229,555,bdfZdB2MTXlT6-RBjSIpQg,0.5452,tie,0.7,0.7,bristol hotel,bristol hotel,pho bistro,tie,0.0,0.0,"['resort', 'hotel']","['resort', 'hotel']","['food', 'restaurants', 'chinese', 'bubble_tea', 'vietnamese']",non_base,0.31300000000000006,0.30500000000000005,"{'address': '115 country music way', 'city': 'bristol', 'state': 'VA', 'postal_code': '24201'}","{'address': '510 birthplace of country music way', 'city': 'bristol', 'state': 'VA', 'postal_code': '24201'}","{'address': '903 embarcadero del norte', 'city': 'isla vista', 'state': 'CA', 'postal_code': '93117'}"
66,08f44aeb866480e903682149449f77ac,3866,QAK2LPx1YK9Knq70D1oPVQ,0.498,tie,0.44,0.44,kendra scott,kendra scott,heritage tattoo,tie,0.0,0.0,"['jewelry_store', 'shopping', 'retail']","['fashion_accessories_store', 'jewelry_store', 'retail']","['piercing', 'beauty_&_spas', 'tattoo']",non_base,0.585,0.453,"{'address': '3101 pga blvd', 'city': 'palm beach gardens', 'state': 'FL', 'postal_code': '33410'}","{'address': 'gardens mall, g-119 pga boulevard 3101', 'city': 'palm beach gardens', 'state': 'FL', 'postal_code': '33410'}","{'address': '28330 paseo dr', 'city': 'wesley chapel', 'state': 'FL', 'postal_code': '33543'}"
67,08f26e51040a94ee0300548c32b817b1,169,m9ncuZp0nEVhIwu24G-HRw,0.6948,tie,1.0,1.0,cvs pharmacy,cvs pharmacy,cvs pharmacy,non_base,0.2857142857142857,0.09090909090909091,"['medical_supply', 'pharmacy', 'shopping']","['online_shop', 'pharmacy', 'drugstore', 'corporate_office', 'private_establishments_and_corporates', 'retail']","['pharmacy', 'health_&_medical', 'convenience_stores', 'drugstores', 'food', 'shopping']",tie,0.23700000000000002,0.23700000000000002,"{'address': '3901 sw 21st st', 'city': 'topeka', 'state': 'KS', 'postal_code': '66604'}","{'address': '3901 sw 21st st', 'city': 'topeka', 'state': 'KS', 'postal_code': '66604'}","{'address': '2215 shelby st', 'city': 'indianapolis', 'state': 'IN', 'postal_code': '46203'}"
69,08f26c86642125b4031326f6a64ebbd6,97813,kEjAs-w4dN9W1n6jE7Tivg,0.41040000000000004,tie,0.34,0.34,shred nations,shred nations,residences at glenview reserve apartment homes,tie,0.0,0.0,"['shredding_services', 'professional_services']","['business_management_services', 'consultant_and_general_service', 'shredding_services', 'business_to_business_services', 'business_to_business']","['real_estate', 'home_services', 'apartments']",non_base,0.516,0.5,"{'address': '14902 preston rd', 'city': 'dallas', 'state': 'TX', 'postal_code': '75254'}","{'address': '14902 preston rd 404', 'city': 'dallas', 'state': 'TX', 'postal_code': '75254'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
70,1125899908351517,157,oCFcoyGx2VRZ8MHXEsV8tQ,0.41200000000000003,tie,0.47,0.47,wellstar radiation oncology,wellstar radiation oncology,giant food store,tie,0.0,0.0,"['oncologist', 'doctor', 'medical_center', 'public_health_clinic', 'health_and_medical']","['oncologist', 'doctor', 'medical_center', 'public_health_clinic', 'health_and_medical']","['food', 'grocery']",tie,0.32500000000000007,0.32500000000000007,"{'address': '148 bill carruth pkwy ste ll30', 'city': 'hiram', 'state': 'GA', 'postal_code': '30141'}","{'address': '148 bill carruth pkwy ste ll30', 'city': 'hiram', 'state': 'GA', 'postal_code': '30141'}","{'address': '4801 edgmont ave', 'city': 'brookhaven', 'state': 'PA', 'postal_code': '19015'}"
71,08f44d0b21db402403ebbb87ae0839ba,415,Wt1W6qwCvna1KzIuJRJbwA,0.4284,base,0.47,0.54,tammy medlin fnp,tammy medlin,tokyo mandarin,tie,0.0,0.0,"['doctor', 'health_and_medical']","['doctor', 'health_and_medical']","['japanese', 'restaurants', 'sushi_bars', 'chinese']",base,0.26,0.261,"{'address': '97 sea island pkwy., ste 203', 'city': ""lady's island"", 'state': 'SC', 'postal_code': '29907'}","{'address': '97 sea island pkwy ste 203', 'city': 'beaufort', 'state': 'SC', 'postal_code': '29907'}","{'address': '370 delsea dr n', 'city': 'glassboro', 'state': 'NJ', 'postal_code': '08028'}"
72,2251799818555093,97813,kEjAs-w4dN9W1n6jE7Tivg,0.36960000000000004,base,0.33,0.37,service king collision repair south ft worth,service king collision repair of south ft worth,residences at glenview reserve apartment homes,tie,0.0,0.0,"['brake_service_and_repair', 'auto_body_shop', 'automotive']","['brake_service_and_repair', 'auto_body_shop', 'automotive']","['real_estate', 'home_services', 'apartments']",tie,0.369,0.369,"{'address': '9601 south fwy', 'city': 'fort worth', 'state': 'TX', 'postal_code': '76140'}","{'address': '9601 south fwy', 'city': 'fort worth', 'state': 'TX', 'postal_code': '76140'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
73,08f26c80c458a69603342e20e86d7561,97813,kEjAs-w4dN9W1n6jE7Tivg,0.3832,tie,0.33,0.33,spenga prosper,spenga prosper,residences at glenview reserve apartment homes,tie,0.0,0.0,"['gym', 'cycling_classes', 'active_life']","['gym', 'cycling_classes', 'active_life']","['real_estate', 'home_services', 'apartments']",base,0.45499999999999996,0.46299999999999997,"{'address': '900 south preston road suite 30', 'city': 'prosper', 'state': 'TX', 'postal_code': '75078'}","{'address': '900 s preston rd ste 30', 'city': 'prosper', 'state': 'TX', 'postal_code': '75078'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
75,08f48985149b118b03d1267c20902c8b,95091,oTRrNy5VIaTw7MKEvxZl7A,0.35240000000000005,tie,0.23,0.23,ecuadorian chocolate factory,ecuadorian chocolate factory,wildlife wonders,tie,0.0,0.0,"['chocolatier', 'candy_store', 'desserts']","['gift_shop', 'chocolatier', 'retail']","['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",base,0.45200000000000007,0.536,"{'address': '251 n bell blvd', 'city': 'cedar park', 'state': 'TX', 'postal_code': '78613'}","{'address': '251 n bell blvd ste 110', 'city': 'cedar park', 'state': 'TX', 'postal_code': '78613'}","{'address': '7703 n lamar blvd, ste 118', 'city': 'austin', 'state': 'TX', 'postal_code': '78752'}"
76,1125899913126469,84,eMjnw_7wp-CscyNh6Lu0ZA,0.6232,base,0.53,0.69,skh locksmiths & security,skh locksmiths,am&pm locksmith,tie,0.0,0.0,['key_and_locksmith'],['key_and_locksmith'],"['keys_&_locksmiths', 'home_services', 'local_services']",tie,0.523,0.523,"{'address': '469 lincoln ave', 'city': 'hatboro', 'state': 'PA', 'postal_code': '19040'}","{'address': '469 lincoln ave', 'city': 'hatboro', 'state': 'PA', 'postal_code': '19040'}","{'address': '8540 bustleton ave', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19152'}"
78,08f2a845462cab2e03f8a9075a562e04,4062,8vjvVJ_U8WXFPYR8uoczWQ,0.5364,tie,0.57,0.57,strother brothers auto care,strother brothers auto care,carlson's auto body,base,0.0,0.3333333333333333,"['automotive_repair', 'professional_services', 'auto_body_shop']","['brake_service_and_repair', 'automotive']","['automotive', 'auto_repair']",tie,0.4860000000000001,0.4860000000000001,"{'address': '6046 valencia rd', 'city': 'valencia', 'state': 'PA', 'postal_code': '16059'}","{'address': '6046 valencia rd', 'city': 'valencia', 'state': 'PA', 'postal_code': '16059'}","{'address': '1187 w baltimore pike', 'city': 'media', 'state': 'PA', 'postal_code': '19063'}"
79,08f29a1baeb2832203e9d467f859f591,1084,BMTtMWDR3zcR5T30GFDoXQ,0.5936,base,0.53,0.65,home instead,home instead senior care,ca pro home inspection,tie,0.0,0.0,"['home_health_care', 'retirement_home', 'health_and_medical']","['home_health_care', 'personal_care_service', 'health_and_medical']","['real_estate', 'home_services', 'home_inspectors', 'handyman', 'real_estate_services']",base,0.425,0.509,"{'address': '6593 collins dr', 'city': 'moorpark', 'state': 'CA', 'postal_code': '93021'}","{'address': '6593 collins dr ste d-10', 'city': 'moorpark', 'state': 'CA', 'postal_code': '93021'}","{'address': '3463 state st, ste 139', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93105'}"
81,08f2ad682055ca30031a560f16b833f7,9101,em474WuTw7-OkhPfX4EohA,0.3912,tie,0.33,0.33,bp,bp,ihop,tie,0.0,0.0,"['gas_station', 'automotive']","['gas_station', 'automotive']","['breakfast_&_brunch', 'coffee_&_tea', 'food', 'american_(new)', 'diners', 'restaurants', 'american_(traditional)', 'burgers']",non_base,0.483,0.42700000000000005,"{'address': '11294 us 70 business hwy w', 'city': 'clayton', 'state': 'NC', 'postal_code': '27520'}","{'address': '11928 us hwy 70 w', 'city': 'clayton', 'state': 'NC', 'postal_code': '27520'}","{'address': '702 blowing rock rd', 'city': 'boone', 'state': 'NC', 'postal_code': '28607'}"
84,08f2b99319ba884303b7c209761f4881,703,UX3eq0WsVva-cqlVrzyzFg,0.4304,tie,0.45,0.45,china garden kitchen,china garden kitchen,cantina los tres hombres,tie,0.0,0.0,"['chinese_restaurant', 'restaurant', 'asian_restaurant']","['pan_asian_restaurant', 'restaurant']","['bars', 'nightlife', 'mexican', 'restaurants', 'seafood']",non_base,0.401,0.32500000000000007,"{'address': '268 winton rd n', 'city': 'rochester', 'state': 'NY', 'postal_code': '14610'}","{'address': '268 n winton rd', 'city': 'rochester', 'state': 'NY', 'postal_code': '14610'}","{'address': '926 victorian ave', 'city': 'sparks', 'state': 'NV', 'postal_code': '89431'}"
85,08f2a122b34060f1033f6a3fcca4ddb0,3222,LHSTtnW3YHCeUkRDGyJOyw,0.5512,non_base,0.3,0.24,target store richland-twp,target richland twp,fries rebellion,tie,0.0,0.0,"['department_store', 'shopping', 'retail']","['department_store', 'retail']","['beer_bar', 'bars', 'american_(new)', 'gastropubs', 'restaurants', 'nightlife', 'burgers']",tie,0.928,0.928,"{'address': '610 n west end blvd', 'city': 'quakertown', 'state': 'PA', 'postal_code': '18951'}","{'address': '610 n west end blvd', 'city': 'quakertown', 'state': 'PA', 'postal_code': '18951'}","{'address': '1441 s west end blvd', 'city': 'quakertown', 'state': 'PA', 'postal_code': '18951'}"
86,08f44c172aba3061037c50a9d048d1eb,654,nzIx3Wze25rr5k32sDCwaA,0.4508,non_base,0.48,0.27,roto-rooter plumbing and water cleanup,roto-rooter plumbing & water cleanup of loganville,clear view glass and tint,tie,0.0,0.0,"['plumbing', 'construction_services', 'home_service']",['plumbing'],"['windshield_installation_&_repair', 'auto_glass_services', 'home_window_tinting', 'automotive', 'home_services']",base,0.3470000000000001,0.40700000000000003,"{'address': '150 athens hwy', 'city': 'loganville', 'state': 'GA', 'postal_code': '30052'}","{'address': '150 athens highway ste 500', 'city': 'loganville', 'state': 'GA', 'postal_code': '30052'}","{'address': '4500 e speedway blvd, ste 27', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85712'}"
88,08f27592c10d2d650338beb892e9fd00,26399,Nrb3X7A1VBYo8UXiV-vRzA,0.502,tie,0.39,0.39,hyatt house chicago naperville warrenville,hyatt house chicago naperville warrenville,wildey theatre,tie,0.0,0.0,"['hotel', 'accommodation', 'bar']","['venue_and_event_space', 'resort', 'hotel', 'travel']","['nightlife', 'arts_&_entertainment', 'cinema', 'music_venues']",non_base,0.6700000000000002,0.6580000000000001,"{'address': '27554 maecliff dr s', 'city': 'warrenville', 'state': 'IL', 'postal_code': '60555'}","{'address': '27554 maecliff dr', 'city': 'warrenville', 'state': 'IL', 'postal_code': '60555'}","{'address': '252 n main st', 'city': 'edwardsville', 'state': 'IL', 'postal_code': '62025'}"
89,08f2a9396326e44303a5099d3abe75d9,2,tUFrWirKiKi_TAnsVWINQQ,0.43560000000000004,tie,0.53,0.53,truenorth,truenorth,target,tie,0.0,0.0,"['convenience_store', 'gas_station', 'liquor_store']","['convenience_store', 'atms', 'retail']","['department_stores', 'shopping', 'fashion', 'home_&_garden', 'electronics', 'furniture_stores']",tie,0.29400000000000004,0.29400000000000004,"{'address': '5737 n us highway 68', 'city': 'wilmington', 'state': 'OH', 'postal_code': '45177'}","{'address': '5737 n us highway 68', 'city': 'wilmington', 'state': 'OH', 'postal_code': '45177'}","{'address': '5255 e broadway blvd', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85711'}"
